     6.70000	    16.57750
    10.80000	    15.04000
    16.00000	     1.00000
    15.80000	     1.79000
     8.00000	    17.00000
     0.00000	     1.00000
     8.70000	    16.87750
     4.10000	    13.19750
    15.90000	     1.39750
     0.10000	     1.39750
    14.60000	     6.11000
     1.80000	     7.39000
    13.80000	     8.59000
     6.90000	    16.69750
     7.60000	    16.96000
     0.60000	     3.31000
    11.50000	    13.93750
    15.20000	     4.04000
     8.20000	    16.99000
     0.90000	     4.39750
    11.90000	    13.19750
     3.90000	    12.79750
    13.70000	     8.87750
     6.20000	    16.19000
    12.10000	    12.79750
     5.80000	    15.79000
     9.20000	    16.64000
    13.60000	     9.16000
     9.00000	    16.75000
     2.00000	     8.00000
     6.60000	    16.51000
    11.10000	    14.59750
     5.30000	    15.17750
     0.50000	     2.93750
     3.80000	    12.59000
     3.00000	    10.75000
    10.10000	    15.89750
    10.60000	    15.31000
     4.40000	    13.76000
    14.50000	     6.43750
     2.60000	     9.71000
     1.00000	     4.75000
     9.80000	    16.19000
    12.20000	    12.59000
     8.10000	    16.99750
     5.50000	    15.43750
     9.50000	    16.43750
    13.20000	    10.24000
    14.20000	     7.39000
    12.40000	    12.16000
    14.10000	     7.69750
     3.10000	    10.99750
     1.90000	     7.69750
     8.90000	    16.79750
    11.70000	    13.57750
     8.50000	    16.93750
     9.90000	    16.09750
    11.40000	    14.11000
     5.40000	    15.31000
    11.80000	    13.39000
     2.40000	     9.16000
    10.20000	    15.79000
    10.30000	    15.67750
     4.30000	    13.57750
    15.50000	     2.93750
    12.80000	    11.24000
     9.10000	    16.69750
     4.20000	    13.39000
    12.00000	    13.00000
     3.30000	    11.47750
    14.80000	     5.44000
     7.20000	    16.84000
     1.30000	     5.77750
    14.00000	     8.00000
    11.60000	    13.76000
     9.70000	    16.27750
     6.40000	    16.36000
    14.40000	     6.76000
    12.60000	    11.71000
    13.40000	     9.71000
     6.30000	    16.27750
     4.70000	    14.27750
    10.70000	    15.17750
    15.30000	     3.67750
     1.10000	     5.09750
     7.70000	    16.97750
     2.50000	     9.43750
     1.20000	     5.44000
     6.10000	    16.09750
     3.20000	    11.24000
     6.50000	    16.43750
     7.80000	    16.99000
     6.80000	    16.64000
    12.90000	    10.99750
    10.50000	    15.43750
     2.30000	     8.87750
     7.40000	    16.91000
    15.60000	     2.56000
     8.80000	    16.84000
    12.30000	    12.37750
     0.80000	     4.04000
    13.10000	    10.49750
     5.70000	    15.67750
     2.90000	    10.49750
     0.70000	     3.67750
     9.30000	    16.57750
    14.70000	     5.77750
     8.40000	    16.96000
    13.00000	    10.75000
    13.90000	     8.29750
     3.70000	    12.37750
     5.20000	    15.04000
     8.30000	    16.97750
     3.60000	    12.16000
    10.00000	    16.00000
     0.40000	     2.56000
     2.10000	     8.29750
     5.00000	    14.75000
     6.00000	    16.00000
     4.50000	    13.93750
     7.00000	    16.75000
     5.60000	    15.56000
    10.40000	    15.56000
     1.70000	     7.07750
     8.60000	    16.91000
     5.10000	    14.89750
    15.10000	     4.39750
    12.50000	    11.93750
     3.40000	    11.71000
     7.90000	    16.99750
    14.90000	     5.09750
     9.60000	    16.36000
    13.50000	     9.43750
     2.70000	     9.97750
    10.90000	    14.89750
     4.90000	    14.59750
    13.30000	     9.97750
     4.80000	    14.44000
    15.40000	     3.31000
    11.00000	    14.75000
    15.00000	     4.75000
     2.80000	    10.24000
     7.10000	    16.79750
     7.30000	    16.87750
    11.20000	    14.44000
     9.40000	    16.51000
     7.50000	    16.93750
    12.70000	    11.47750
     0.30000	     2.17750
     5.90000	    15.89750
     3.50000	    11.93750
     1.50000	     6.43750
    14.30000	     7.07750
     4.00000	    13.00000
     2.20000	     8.59000
     4.60000	    14.11000
     1.40000	     6.11000
    15.70000	     2.17750
    11.30000	    14.27750
     1.60000	     6.76000
     0.20000	     1.79000
